region,installation,RPUID,use_code,use_desc,fac_use,naf_cat,op_activity,fac_num,facility_desc,asset_name,fci,fci_dt,build_dt,q_rating,total_measure,alt_total_measure,other_total_measure,other_unit_measure,fac_area_measure,prv,sus,RM,use_pct_area,RM_corrected,recap_cycle
MCIWEST,MCB Pendleton,35678,75020,PLAYING FIELDS,SOCCER / FOOTBALL FIELD ($MA),B,Semper Fit Programs,2742R11,Athletic Field,SOCCER FIELD (OLD H-132) @HOSPITAL 2742 ($MA),62,2015-08-20,1978-01-01,Q3,0,0,1,EA,99102,1539783,8821.9,40850.75095,1,40850.75095,6
MCIWEST,MCB Pendleton,952143,75020,PLAYING FIELDS,SOCCER FIELD ($MA),B,Semper Fit Programs,1161SF,Athletic Field,SOCCER FIELD @BASE HQ BLDG 1160 ($MA),98,2015-08-20,2003-07-01,Q1,0,0,1,EA,79200,1539783,8821.9,40850.75095,1,40850.75095,6
MCIWEST,MCB Pendleton,18209,75020,PLAYING FIELDS,,B,Semper Fit Programs,202138,Athletic Field,SOFTBALL FIELD,64,2015-08-20,1974-07-01,Q3,0,0,1,EA,35669,1539783,8821.9,40850.75095,1,40850.75095,6
MCIWEST,MCB Pendleton,28415,75020,PLAYING FIELDS,SOFTBALL FIELD ($MA),B,Semper Fit Programs,43367,Athletic Field,SOFTBALL FIELD ($MA),80,2015-08-20,1960-07-01,Q2,0,0,1,EA,1433,1539783,8821.9,40850.75095,1,40850.75095,6
MCIWEST,MCB Pendleton,25516,75020,PLAYING FIELDS,SOFTBALL FIELD ($MA),B,Semper Fit Programs,14110,Athletic Field,SOFTBALL FIELD ($MA),80,2015-08-20,1946-07-01,Q2,0,0,1,EA,1,1539783,8821.9,40850.75095,1,40850.75095,6
MCIWEST,MCB Pendleton,35676,75020,PLAYING FIELDS,SOFTBALL FIELD,B,Semper Fit Programs,2722R01,Athletic Field,SOFTBALL FIELD (OLD H-128) ($MA),64,2015-08-20,1980-07-01,Q3,0,0,1,EA,79147,1539783,8821.9,40850.75095,1,40850.75095,6
MCIWEST,MCB Pendleton,24145,74078,RECREATION PAVILION,ANNOUNCER BOOTH/CONCESSN ($MA),A,Marine & Family Programs,140110,Pavilion,SOFTBALL SCORE TOWER / RESTROOMS ($MA),95,2015-08-20,1998-07-01,Q1,577,0,0,,952,166601,548.45,4419.95785,0.606092437,2678.903025,9
MCIWEST,MCB Pendleton,23329,74078,RECREATION PAVILION,RECREATION PAVILION,A,Marine & Family Programs,620526,Pavilion,SOUTH GAZEBO @BEQ 620520,98,2015-08-20,2002-11-01,Q1,256,0,0,,256,33530,156.66,889.557606,1,889.557606,9
MCIWEST,MCB Pendleton,31100,74078,RECREATION PAVILION,PICNIC SHELTER ($MA),A,Marine & Family Programs,26108,Pavilion,SOUTH MUD RUN PICNIC SHELTER ($MA),80,2015-08-20,1980-07-01,Q2,800,0,0,,800,104783,489.56,2779.913947,1,2779.913947,9
MCIWEST,MCB Pendleton,30953,75020,PLAYING FIELDS,SOFTBALL FIELD ($MA),B,Semper Fit Programs,200095,Athletic Field,"SOUTH SOFTBALL FIELD, SANTA ROSA ST ($MA)",80,2015-08-20,1973-07-01,Q2,0,0,1,EA,1,1539783,8821.9,40850.75095,1,40850.75095,6
MCIWEST,MCB Pendleton,30177,74086,EXCHANGE INSTALLATION WAREHOUSE,,C,Exchange Operations,12108,Exchange Warehouse,SPEC SRV ISSUE/WHSE ($MB) (TBD 2020),79,2015-12-11,1942-07-01,Q3,22142,0,0,,22142,4975765,68738.07,132008.0406,1,132008.0406,11
MCIWEST,MCB Pendleton,18517,74003,EXCHANGE CENTRAL ADMINISTRATION,STEPP STABLE OFFICE ($MB),C,Exchange Operations,15016,Exchange Support Facility,STABLES OFFICE ($MB),86,2019-05-30,1998-03-12,Q2,1627,0,0,,1627,186870,12539.84,4957.698474,1,4957.698474,13
MCIWEST,MCB Pendleton,1027137,74077,MWR READY ISSUE / SHOP STORES / MISC STORAGE,EVENTS CENTER STORAGE ($MB),B,Other Business Operations,2002850,"Covered Storage Building, Installation",STORAGE @PACIFIC VIEW EVENTS CTR ($MB),91,2019-06-17,2009-09-09,Q1,2400,0,0,,2400,1019082,8444.87,27036.44928,1,27036.44928,11
MCIWEST,MCB Pendleton,29383,74077,MWR READY ISSUE / SHOP STORES / MISC STORAGE,CDC STORAGE SHED ($MB),B,Other Business Operations,51088,"Covered Storage Building, Installation",STORAGE SHED @CDC SAN ONOFRE ($MB),96,2010-08-01,2000-07-01,Q1,45,0,0,,45,19108,158.34,506.9390616,1,506.9390616,11
MCIWEST,MCB Pendleton,29385,74077,MWR READY ISSUE / SHOP STORES / MISC STORAGE,CDC STORAGE SHED ($MB),B,Other Business Operations,51090,"Covered Storage Building, Installation",STORAGE SHED @CDC SAN ONOFRE ($MB),96,2010-08-01,2000-07-01,Q1,85,0,0,,85,36092,299.09,957.5279784,1,957.5279784,11
MCIWEST,MCB Pendleton,29379,74077,MWR READY ISSUE / SHOP STORES / MISC STORAGE,CDC STORAGE SHED ($MB),B,Other Business Operations,51084,"Covered Storage Building, Installation",STORAGE SHED @CDC SAN ONOFRE ($MB),96,2010-08-01,2000-07-01,Q1,45,0,0,,45,19108,158.34,506.9390616,1,506.9390616,11
MCIWEST,MCB Pendleton,29382,74077,MWR READY ISSUE / SHOP STORES / MISC STORAGE,CDC STORAGE SHED ($MB),B,Other Business Operations,51087,"Covered Storage Building, Installation",STORAGE SHED @CDC SAN ONOFRE ($MB),96,2010-08-01,2000-07-01,Q1,45,0,0,,45,19108,158.34,506.9390616,1,506.9390616,11
MCIWEST,MCB Pendleton,29380,74077,MWR READY ISSUE / SHOP STORES / MISC STORAGE,CDC STORAGE SHED ($MB),B,Other Business Operations,51085,"Covered Storage Building, Installation",STORAGE SHED @CDC SAN ONOFRE ($MB),96,2010-08-01,2000-07-01,Q1,45,0,0,,45,19108,158.34,506.9390616,1,506.9390616,11
MCIWEST,MCB Pendleton,29384,74077,MWR READY ISSUE / SHOP STORES / MISC STORAGE,CDC STORAGE SHED ($MB),B,Other Business Operations,51089,"Covered Storage Building, Installation",STORAGE SHED @CDC SAN ONOFRE ($MB),96,2010-08-01,2000-07-01,Q1,85,0,0,,85,36092,299.09,957.5279784,1,957.5279784,11
MCIWEST,MCB Pendleton,29381,74077,MWR READY ISSUE / SHOP STORES / MISC STORAGE,CDC STORAGE SHED ($MB),B,Other Business Operations,51086,"Covered Storage Building, Installation",STORAGE SHED @CDC SAN ONOFRE ($MB),96,2010-08-01,2000-07-01,Q1,45,0,0,,45,19108,158.34,506.9390616,1,506.9390616,11
MCIWEST,MCB Pendleton,30455,74090,MWR EQUIPMENT MAINTENANCE SHOP,GUN/SKEET/TRAP BLDG,B,Semper Fit Programs,250165,Recreational Support Building,STORAGE SKEET RANGE ($MC),84,2019-05-03,1999-07-01,Q2,885,0,0,,885,103555,1989.24,2747.334861,1,2747.334861,10
MCIWEST,MCB Pendleton,27162,74074,CHILD DEVELOPMENT CENTER,CHILD DEV CENTER ($MB),B,Children & Youth Programs,310006,Nursery and Child Care Facility,STUART MESA CDC ($MB),87,2019-06-20,1998-03-02,Q2,16825,0,0,,16825,5404525,56888.52,143383.1292,1,143383.1292,11
MCIWEST,MCB Pendleton,27156,74001,EXCHANGE RETAIL STORE,EXCH RETAIL STORE ($MC),C,Exchange Operations,31000,Exchange Sales Facility,STUART MESA LOCATION EXCH ($MC),81,2019-06-20,1993-11-16,Q2,6255,0,0,,6255,959014,23776.33,25442.83322,1,25442.83322,7
MCIWEST,MCB Pendleton,1098009,74078,RECREATION PAVILION,PICNIC SHELTER W/BBQ,A,Marine & Family Programs,4352R6,Pavilion,SW PICNIC SHELTER @BEQ 4352,95,2015-08-20,2011-08-04,Q1,480,0,0,,480,62870,293.73,1667.953674,1,1667.953674,9
MCIWEST,MCB Pendleton,1098357,74078,RECREATION PAVILION,SW PICNIC SHELTER @BEQ 5367,A,Marine & Family Programs,5367R3,Pavilion,SW PICNIC SHELTER @BEQ 5367,95,2015-08-20,2011-08-04,Q1,286,0,0,,286,37460,175.02,993.821292,1,993.821292,9
MCIWEST,MCB Pendleton,1188453,74078,RECREATION PAVILION,RECREATION PAVILION ($MA),A,Marine & Family Programs,4159S06,Pavilion,SW SHADE STRUCT 1 @SMC 4159 ($MA),97,2015-08-20,2013-07-31,Q1,300,0,0,,300,39293,183.58,1042.451149,1,1042.451149,9
MCIWEST,MCB Pendleton,1188455,74078,RECREATION PAVILION,RECREATION PAVILION ($MA),A,Marine & Family Programs,4159S07,Pavilion,SW SHADE STRUCT 2 @SMC 4159 ($MA),97,2015-08-20,2013-07-31,Q1,300,0,0,,300,39293,183.58,1042.451149,1,1042.451149,9
MCIWEST,MCB Pendleton,25362,74077,MWR READY ISSUE / SHOP STORES / MISC STORAGE,"TACK STORAGE, OFFICES ($MB)",B,Other Business Operations,15512,"Covered Storage Building, Installation",TACK STORAGE BLDG ($MB),73,2019-05-09,1980-07-01,Q3,968,0,0,,968,411030,3441.29,10904.70811,1,10904.70811,11
MCIWEST,MCB Pendleton,1246151,74078,RECREATION PAVILION,TEACHING NODE 1 ($MB),A,Marine & Family Programs,2052R3,Pavilion,TEACHING NODE 1 @CDC 2052 ($MB),97,2015-08-20,2013-07-17,Q1,196,0,0,,196,25672,119.94,681.0832944,1,681.0832944,9
MCIWEST,MCB Pendleton,1246158,74078,RECREATION PAVILION,TEACHING NODE 3 ($MB),A,Marine & Family Programs,2052R5,Pavilion,TEACHING NODE 3 @CDC 2052 ($MB),97,2015-08-20,2013-07-17,Q1,196,0,0,,196,25672,119.94,681.0832944,1,681.0832944,9
MCIWEST,MCB Pendleton,28688,75010,OUTDOOR PLAYING COURTS,,B,Semper Fit Programs,530324,Outdoor Playing Court,TENNIS COURT,94,2015-08-20,1995-07-01,Q1,0,0,1,EA,1169,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,27245,75010,OUTDOOR PLAYING COURTS,,B,Semper Fit Programs,52257,Outdoor Playing Court,TENNIS COURT (CLOSED),80,2015-08-20,1952-07-01,Q2,0,0,1,EA,1,207145,0,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1068875,75010,OUTDOOR PLAYING COURTS,TENNIS COURT,B,Semper Fit Programs,13072,Outdoor Playing Court,TENNIS COURT @BEQ 13070,94,2015-08-20,2010-06-16,Q1,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1102748,75010,OUTDOOR PLAYING COURTS,TENNIS COURT,B,Semper Fit Programs,1433R1,Outdoor Playing Court,TENNIS COURT @BEQ 140169,95,2015-08-20,2011-09-12,Q1,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,927650,75010,OUTDOOR PLAYING COURTS,OUTDOOR PLAYING COURTS,B,Semper Fit Programs,21711TC,Outdoor Playing Court,"TENNIS COURT, FENCED",93,2015-08-20,1993-07-01,Q1,0,0,1,EA,6900,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,33363,74056,THEATER,,B,Commercial Recreation,53452,Auditorium and Theater Facility,THEATRE,78,2019-07-31,1953-07-01,Q3,4020,200,0,,4020,983631,12442.07,26095.92716,1,26095.92716,11
MCIWEST,MCB Pendleton,1246166,74078,RECREATION PAVILION,CDC SHADE STRUCTURE ($MB),A,Marine & Family Programs,2052S10,Pavilion,TODDLER SHADE STRUCT 1 @CDC 2052B1 ($MB),97,2015-08-20,2013-07-17,Q1,600,0,0,,600,78587,367.17,2084.928827,1,2084.928827,9
MCIWEST,MCB Pendleton,1246171,74078,RECREATION PAVILION,CDC SHADE STRUCTURE ($MB),A,Marine & Family Programs,2052S12,Pavilion,TODDLER SHADE STRUCT 2 @CDC 2052B1 ($MB),97,2015-08-20,2013-07-17,Q1,256,0,0,,256,33530,156.66,889.557606,1,889.557606,9
MCIWEST,MCB Pendleton,1246164,74077,MWR READY ISSUE / SHOP STORES / MISC STORAGE,CDC STORAGE SHED ($MB),B,Other Business Operations,2052S08,"Covered Storage Building, Installation",TODDLER STORAGE SHED @CDC 2052 ($MB),92,2019-06-18,2013-07-17,Q1,130,0,0,,130,55200,446.87,1464.46704,1,1464.46704,11
MCIWEST,MCB Pendleton,33409,75110,PLAYGROUNDS,COMMUNITY PLAYGROUNDS,B,Children & Youth Programs,FH75057,Playground,TOT LOTS,80,2015-08-20,1967-07-01,Q2,0,0,32,EA,32,9579093,126968.74,254135.2531,1,254135.2531,7
MCIWEST,MCB Pendleton,1153691,75010,OUTDOOR PLAYING COURTS,ERS TRAINING / EXERCISE AREA,B,Semper Fit Programs,4111S2,Outdoor Playing Court,TRAINING AREA @ERS 4111,96,2015-08-20,2012-11-02,Q1,0,0,1,EA,880,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1055412,74089,BATHHOUSE,MALE & FEMALE LATRINE/LOCKERS,C,Marine & Family Programs,62515,Public Restroom/Shower,TRAINING TANK BATH HOUSE,84,2019-08-12,1960-07-01,Q2,2144,0,0,,3424,672261,16930.04,17835.21878,0.626168224,11167.84727,9
MCIWEST,MCB Pendleton,1188420,75020,PLAYING FIELDS,MULTI-USE TNG FIELD,B,Semper Fit Programs,4153S2,Athletic Field,TRAINING/EXERCISE FIELD @PO 4153,97,2015-08-20,2013-07-31,Q1,0,0,1,EA,64032,1539783,8821.9,40850.75095,1,40850.75095,6
MCIWEST,MCB Pendleton,29413,74095,LIMITED SERVICE OFFICIAL LODGING,TRANSIENT STUDENT BEQ,A,Marine & Family Programs,520522,Transient  Lodging,TRANSIENT BEQ/CO HQ,77,2019-08-01,1970-06-04,Q3,22112.5,0,122,PN,23649,10583384,109554.63,280779.2942,0.935028965,262536.7729,10
MCIWEST,MCB Pendleton,29646,74095,LIMITED SERVICE OFFICIAL LODGING,TRANSIENT QTRS MISSION,A,Marine & Family Programs,62575,Transient  Lodging,TRANSIENT BILLETING,82,2019-08-06,1970-04-04,Q2,22312,0,45,PN,22312,10008403,110543.03,265524.9333,1,265524.9333,10
MCIWEST,MCB Pendleton,35642,74095,LIMITED SERVICE OFFICIAL LODGING,TRANSIENT QTRS MISSION,A,Marine & Family Programs,53626,Transient  Lodging,TRANSIENT BILLETING,78,2019-07-18,1969-07-01,Q3,22587,0,46,PN,22587,10131759,111905.5,268797.5926,1,268797.5926,10
MCIWEST,MCB Pendleton,35641,74095,LIMITED SERVICE OFFICIAL LODGING,TRANSIENT QTRS MISSION,A,Marine & Family Programs,53624,Transient  Lodging,TRANSIENT BILLETING,81,2019-07-19,1969-07-01,Q2,18323.64,0,49,PN,18323.64,8219361,90783.02,218061.2912,1,218061.2912,10
MCIWEST,MCB Pendleton,1175850,75020,PLAYING FIELDS,MULTI-USE TURF PLAYING FIELD,B,Semper Fit Programs,3120S7,Athletic Field,TURF PLAY FIELD @MESSHALL CARPORTS 3120,97,2015-08-20,2013-06-06,Q1,0,0,1,EA,53725,1539783,8821.9,40850.75095,1,40850.75095,6
MCIWEST,MCB Pendleton,1101812,75020,PLAYING FIELDS,ARTIFICIAL TURF SPORTS FIELD,B,Semper Fit Programs,1430R1,Athletic Field,TURF SPORTS FIELD @BEQ 140150,95,2015-08-20,2011-09-16,Q1,0,0,1,EA,1,1539783,8821.9,40850.75095,1,40850.75095,6
MCIWEST,MCB Pendleton,994511,12330,VEHICLE AND EQUIPMENT READY FUEL STORAGE,UG PREM UNLEAD GAS TANK ($MC),C,Exchange Operations,43286U1,Vehicle Operating Fuel Storage,UG TANK#1 PREM UL @GAS STN 430286 ($MC),94,2015-08-20,1995-06-28,Q1,0,0,10000,GA,10000,57356,12238.95,1521.666151,1,1521.666151,9
MCIWEST,MCB Pendleton,994513,12330,VEHICLE AND EQUIPMENT READY FUEL STORAGE,UG TANK UNLEAD 89 ($MC),C,Exchange Operations,62507U1,Vehicle Operating Fuel Storage,UG TANK#1 REG 89 @GAS STN 62508 ($MC),94,2015-08-20,1995-06-28,Q1,0,0,10000,GA,10000,57356,12238.95,1521.666151,1,1521.666151,9
MCIWEST,MCB Pendleton,994512,12330,VEHICLE AND EQUIPMENT READY FUEL STORAGE,UG REG GAS TANK ($MC),C,Exchange Operations,43286U2,Vehicle Operating Fuel Storage,UG TANK#2 REG UL @GAS STN 430286 ($MC),94,2015-08-20,1995-06-28,Q1,0,0,10000,GA,10000,57356,12238.95,1521.666151,1,1521.666151,9
MCIWEST,MCB Pendleton,994514,12330,VEHICLE AND EQUIPMENT READY FUEL STORAGE,UG GAS TANK UNL 87 ($MC),C,Exchange Operations,62507U2,Vehicle Operating Fuel Storage,"UG TANK#2, REG UL @MCX 62507 ($MC)",94,2015-08-20,1995-06-28,Q1,0,0,10000,GA,10000,57356,12238.95,1521.666151,1,1521.666151,9
MCIWEST,MCB Pendleton,31264,74001,EXCHANGE RETAIL STORE,MCX EXCHANGE ($MC),C,Exchange Operations,1482,Exchange Sales Facility,USPS / EXCH ($MC) / TNG ($MA),83,2019-05-28,1942-07-01,Q2,8161,0,0,,12345,2697814,41278.59,71573.54498,0.661077359,47315.65011,7
MCIWEST,MCB Pendleton,31264,74088,EDUCATIONAL SERVICES OFFICE,TRAINING CLASSROOM ($MA),A,Marine & Family Programs,1482,Education Center,USPS / EXCH ($MC) / TNG ($MA),83,2019-05-28,1942-07-01,Q2,905,0,0,,12345,2697814,4080.92,71573.54498,0.073309032,5246.987299,13
MCIWEST,MCB Pendleton,28833,74078,RECREATION PAVILION,VENDING KIOSK SHELTER ($MC),A,Marine & Family Programs,21593,Pavilion,VENDING KIOSK ($MC),98,2015-08-20,2006-07-01,Q1,338,0,0,,338,44271,206.84,1174.518484,1,1174.518484,9
MCIWEST,MCB Pendleton,924221,74078,RECREATION PAVILION,MCCS VENDING KIOSK ($MC),A,Marine & Family Programs,510812,Pavilion,VENDING KIOSK @BEACH HOUSE 51811 ($MC),99,2015-08-20,2008-07-01,Q1,325,0,0,,325,42568,198.88,1129.337554,1,1129.337554,9
MCIWEST,MCB Pendleton,18206,75010,OUTDOOR PLAYING COURTS,,B,Semper Fit Programs,202132,Outdoor Playing Court,VOLLEY BALL COURT (TO BE DISPOSED),64,2015-08-20,1969-07-01,Q3,0,0,1,EA,1,207145,0,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1136434,75010,OUTDOOR PLAYING COURTS,BEQ VOLLEYBALL COURT,B,Semper Fit Programs,1431R1,Outdoor Playing Court,VOLLEYBALL  COURT@BEQ 140140,95,2015-08-20,2011-09-12,Q1,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1063379,75010,OUTDOOR PLAYING COURTS,VOLLEYBALL COURT,B,Semper Fit Programs,27854,Outdoor Playing Court,VOLLEYBALL @WW BEQ 27850,94,2015-08-20,2010-03-22,Q1,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,23334,75010,OUTDOOR PLAYING COURTS,OUTDOOR PLAYING COURTS,B,Semper Fit Programs,620533,Outdoor Playing Court,VOLLEYBALL COURT,98,2015-08-20,2006-02-06,Q1,0,0,2,EA,6864,414290,6476.31,10991.19656,1,10991.19656,6
MCIWEST,MCB Pendleton,35003,75010,OUTDOOR PLAYING COURTS,,B,Semper Fit Programs,53338,Outdoor Playing Court,VOLLEYBALL COURT,39,2015-08-20,1958-07-01,Q4,0,0,1,EA,3024,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,919150,75010,OUTDOOR PLAYING COURTS,SAND VOLLEYBALL COURT ($MA),B,Semper Fit Programs,26110VC,Outdoor Playing Court,VOLLEYBALL COURT (SAND) ($MA) (T/B DISPOSED),95,2015-08-20,1997-01-01,Q1,0,0,1,EA,2108,207145,0,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,919149,75010,OUTDOOR PLAYING COURTS,"VOLLEYBALL COURT, SAND ($MA)",B,Semper Fit Programs,26113VC,Outdoor Playing Court,VOLLEYBALL COURT (SAND) ($MA) (T/B DISPOSED),95,2015-08-20,1997-01-01,Q1,0,0,1,EA,2108,207145,0,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,625250,75010,OUTDOOR PLAYING COURTS,SAND VOLLEYBALL COURT,B,Semper Fit Programs,1223VC,Outdoor Playing Court,VOLLEYBALL COURT (SAND) @BLDG 1223,99,2015-08-20,2008-07-01,Q1,0,0,1,EA,1980,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,919507,75010,OUTDOOR PLAYING COURTS,OUTDOOR PLAYING COURTS,B,Semper Fit Programs,24200VC,Outdoor Playing Court,VOLLEYBALL COURT (TO BE DISPOSED),96,2015-08-20,2000-06-01,Q1,0,0,1,EA,4000,207145,0,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,919175,75010,OUTDOOR PLAYING COURTS,VOLLEYBALL COURT,B,Semper Fit Programs,22169,Outdoor Playing Court,VOLLEYBALL COURT (TO BE DISPOSED),80,2015-08-20,1975-07-01,Q2,0,0,1,EA,4000,207145,0,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1098313,75010,OUTDOOR PLAYING COURTS,VOLLEYBALL COURT,B,Semper Fit Programs,4343R1,Outdoor Playing Court,VOLLEYBALL COURT @ BEQ 4343,95,2015-08-20,2011-08-04,Q1,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1206805,75010,OUTDOOR PLAYING COURTS,VOLLEYBALL COURT,B,Semper Fit Programs,2221R2,Outdoor Playing Court,"VOLLEYBALL COURT @2221, CNATT",98,2015-08-20,2014-06-23,Q1,0,0,1,EA,3024,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,952135,75010,OUTDOOR PLAYING COURTS,SAND VOLLEYBALL ($MA),B,Semper Fit Programs,51811VC,Outdoor Playing Court,VOLLEYBALL COURT @BEACH ($MA),99,2015-08-20,2007-06-01,Q1,0,0,1,EA,2016,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,26885,75010,OUTDOOR PLAYING COURTS,OUTDOOR PLAYING COURTS,B,Semper Fit Programs,130225,Outdoor Playing Court,VOLLEYBALL COURT @BEQ 130217,98,2015-08-20,2006-07-01,Q1,0,0,1,EA,4000,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1101834,75010,OUTDOOR PLAYING COURTS,VOLLEYBALL COURT,B,Semper Fit Programs,140157,Outdoor Playing Court,VOLLEYBALL COURT @BEQ 140150,95,2015-08-20,2011-09-16,Q1,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1099171,75010,OUTDOOR PLAYING COURTS,VOLLEYBALL COURT,B,Semper Fit Programs,2160R4,Outdoor Playing Court,VOLLEYBALL COURT @BEQ 2160,95,2015-08-20,2011-08-19,Q1,0,0,1,EA,2546,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,29462,75010,OUTDOOR PLAYING COURTS,"VOLLEYBALL COURT, SAND",B,Semper Fit Programs,220195,Outdoor Playing Court,VOLLEYBALL COURT @BEQ 220191,98,2015-08-20,2004-04-14,Q1,0,0,1,EA,4000,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1129364,75010,OUTDOOR PLAYING COURTS,"VOLLEYBALL COURT, COMPOSITE",B,Semper Fit Programs,2231R1,Outdoor Playing Court,VOLLEYBALL COURT @BEQ 2231,96,2015-08-20,2012-03-05,Q1,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1102739,75010,OUTDOOR PLAYING COURTS,VOLLEYBALL COURT,B,Semper Fit Programs,3381R4,Outdoor Playing Court,VOLLEYBALL COURT @BEQ 3381,95,2015-08-20,2011-08-29,Q1,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1101923,75010,OUTDOOR PLAYING COURTS,VOLLEYBALL COURT,B,Semper Fit Programs,3382R4,Outdoor Playing Court,VOLLEYBALL COURT @BEQ 3382,95,2015-08-20,2011-08-29,Q1,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1102207,75010,OUTDOOR PLAYING COURTS,VOLLEYBALL COURT,B,Semper Fit Programs,3383R5,Outdoor Playing Court,VOLLEYBALL COURT @BEQ 3383,95,2015-08-20,2011-09-20,Q1,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1097903,75010,OUTDOOR PLAYING COURTS,"VOLLEYBALL COURT, SAND",B,Semper Fit Programs,4351R1,Outdoor Playing Court,VOLLEYBALL COURT @BEQ 4351,95,2015-08-20,2011-08-04,Q1,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1098016,75010,OUTDOOR PLAYING COURTS,ARTIFICIAL TURF MULTI-USE AREA,B,Semper Fit Programs,4352R1,Outdoor Playing Court,VOLLEYBALL COURT @BEQ 4352,95,2015-08-20,2011-08-04,Q1,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1103031,75010,OUTDOOR PLAYING COURTS,VOLLEYBALL COURT,B,Semper Fit Programs,5250R3,Outdoor Playing Court,VOLLEYBALL COURT @BEQ 5250,95,2015-08-20,2011-09-29,Q1,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,625320,75010,OUTDOOR PLAYING COURTS,VOLLEYBALL COURT,B,Semper Fit Programs,530645,Outdoor Playing Court,VOLLEYBALL COURT @BEQ 530641,99,2015-08-20,2008-07-01,Q1,0,0,1,EA,4000,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1098368,75010,OUTDOOR PLAYING COURTS,"VOLLEYBALL COURT, SAND",B,Semper Fit Programs,5367R2,Outdoor Playing Court,VOLLEYBALL COURT @BEQ 5367,95,2015-08-20,2011-08-04,Q1,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1139343,75010,OUTDOOR PLAYING COURTS,VOLLEYBALL COURT,B,Semper Fit Programs,6221R4,Outdoor Playing Court,VOLLEYBALL COURT @BEQ 6221,96,2015-08-20,2012-05-30,Q1,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,924936,75010,OUTDOOR PLAYING COURTS,SAND VOLLEYBALL COURT,B,Semper Fit Programs,13110VC,Outdoor Playing Court,VOLLEYBALL COURT @BLDG 13110,99,2015-08-20,2008-06-04,Q1,0,0,1,EA,1980,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,924934,75010,OUTDOOR PLAYING COURTS,OUTDOOR PLAYING COURTS,B,Semper Fit Programs,12074VC,Outdoor Playing Court,VOLLEYBALL COURT @HQ 12074,50,2016-12-01,2008-06-04,Q4,0,0,1,EA,1980,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,29479,75010,OUTDOOR PLAYING COURTS,SAND VOLLEYBALL COURT ($MA),B,Semper Fit Programs,26121,Outdoor Playing Court,VOLLEYBALL COURT @MCCS STG 260118 ($MA),95,2015-08-20,1997-07-01,Q1,0,0,1,EA,1920,207145,3238.16,5495.598279,1,5495.598279,6
